# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "data/7/genes.gtf" "-o" "feature_counts.txt" "data/7/SRR453566_mapped.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR453566_mapped.bam
YIL044C	IX	272950	273846	-	897	555
YIL043C	IX	274072	274926	-	855	3246
YIL042C	IX	275108	276292	-	1185	226
YIL041W	IX	276525	277505	+	981	1887
YIL040W	IX	277723	278139	+	417	421
YIL039W	IX	278426	279847	+	1422	1745
YIL038C	IX	280142	282652	-	2511	1286
YIL037C	IX	283029	284999	-	1971	100
YIL036W	IX	285666	287429	+	1764	599
YIL035C	IX	287790	288908	-	1119	1191
YIL034C	IX	289226	290089	-	864	879
YIL033C	IX	290419	291669	-	1251	1119
YIL032C	IX	291961	292317	-	357	8
YIL031W	IX	292633	295737	+	3105	350
YIL030W-A	IX	295565	295903	+	339	0
YIL030C	IX	296050	300009	-	3960	2647
YIL029W-A	IX	299735	300106	+	372	0
tK(CUU)I	IX	300228	300300	-	73	0
YIL029C	IX	300829	301257	-	429	100
YIL028W	IX	302100	302498	+	399	24
YIL027C	IX	303679	304104	-	426	704
YIL026C	IX	304477	307929	-	3453	874
YIL025C	IX	308201	308575	-	375	7
YIL024C	IX	308602	309171	-	570	100
YIL023C	IX	309386	310426	-	1041	561
YIL022W	IX	311165	312460	+	1296	1845
YIL021W	IX	312905	313861	+	957	501
YIL021C-A	IX	313199	313468	-	270	0
YIL020C-A	IX	313713	314051	-	339	23
YIL020C	IX	314035	314820	-	786	413
YIL019W	IX	315093	316133	+	1041	637
YIL018W	IX;IX	316768;317172	316771;317932	+;+	765	21975
YIL017C	IX	318200	320965	-	2766	404
YIL016W	IX	321454	321933	+	480	647
YIL015W	IX	322342	324105	+	1764	1538
tD(GUC)I1	IX	324303	324374	-	72	0
YIL014C-A	IX	325212	325526	-	315	556
tT(AGU)I2	IX	325748	325820	+	73	0
YIL014W	IX	326103	327995	+	1893	981
YIL013C	IX	328207	332442	-	4236	499
YIL012W	IX	333011	333352	+	342	12
YIL011W	IX	333727	334536	+	810	263
YIL010W	IX	334882	335529	+	648	433
YIL009C-A	IX;IX	335666;335937	335935;336212	-;-	546	309
tD(GUC)I2	IX	336349	336420	-	72	0
YIL009W	IX	339344	341428	+	2085	1735
YIL008W	IX	342536	342835	+	300	747
YIL007C	IX	342994	343656	-	663	239
YIL006W	IX	344062	345183	+	1122	118
YIL005W	IX	345692	347797	+	2106	820
YIL004C	IX;IX	347946;348495	348363;348505	-;-	429	506
YIL003W	IX	349122	350003	+	882	276
YIL002W-A	IX	350301	350510	+	210	574
YIL002C	IX	350591	353431	-	2841	762
YIL001W	IX	353940	355481	+	1542	243
YIR001C	IX	356143	356895	-	753	582
YIR002C	IX	357415	360396	-	2982	832
YIR003W	IX	360885	362924	+	2040	786
YIR004W	IX	363221	364519	+	1299	1248
YIR005W	IX	364889	365335	+	447	227
YIR006C	IX	365466	369908	-	4443	2559
tE(UUC)I	IX	370417	370488	+	72	0
YIR007W	IX	370704	372998	+	2295	202
YIR008C	IX	373077	374306	-	1230	411
YIR009W	IX	374525	374860	+	336	140
YIR010W	IX	375431	377161	+	1731	690
YIR011C	IX	377287	378246	-	960	691
YIR012W	IX	378486	379781	+	1296	1487
YIR013C	IX	380019	380384	-	366	4
YIR014W	IX	381086	381814	+	729	75
YIR015W	IX	381948	382382	+	435	156
YIR016W	IX	382628	383425	+	798	229
YIR017C	IX	383556	384119	-	564	6
YIR017W-A	IX	383566	384165	+	600	0
YIR018W	IX	384609	385346	+	738	364
YIR018C-A	IX	385564	385701	-	138	57
YIR019C	IX	389572	393675	-	4104	655
ICR1	IX	393884	397082	-	3199	92
YIR020C	IX	394255	394557	-	303	0
YIR020W-A	IX	394917	395159	+	243	0
PWR1	IX	395999	396939	+	941	0
YIR020C-B	IX	397215	397949	-	735	0
YIR021W	IX	397294	398385	+	1092	110
YIR021W-A	IX	398514	398726	+	213	0
YIR022W	IX	398733	399236	+	504	847
YIR023W	IX	399777	402689	+	2913	635
YIR023C-A	IX	402383	402706	-	324	0
YIR024C	IX	402841	403491	-	651	286
YIR025W	IX	403659	404765	+	1107	194
YIR026C	IX	404873	405967	-	1095	619
YIR027C	IX	406260	407642	-	1383	122
YIR028W	IX	408468	410375	+	1908	75
YIR029W	IX	410807	411838	+	1032	211
YIR030C	IX	412036	412770	-	735	131
YIR030W-A	IX	412899	413282	+	384	2
YIR031C	IX	413015	414679	-	1665	468
YIR032C	IX	415030	415617	-	588	147
YIR033W	IX	416124	419465	+	3342	769
YIR034C	IX	419615	420736	-	1122	4085
YIR035C	IX	421026	421790	-	765	543
YIR036C	IX	422074	422865	-	792	161
YIR036W-A	IX	422635	423036	+	402	0
YIR037W	IX	423128	423619	+	492	789
YIR038C	IX	423809	424513	-	705	358
YIR039C	IX	430498	432111	-	1614	188
YIR040C	IX	433389	433721	-	333	6
YIR041W	IX	433929	434303	+	375	4
YIR042C	IX	435273	435983	-	711	312
YIR043C	IX	437043	437735	-	693	88
YIR044C	IX	437994	438179	-	186	44
YCL076W	III	1392	2135	+	744	0
YCL075W	III	2126	2566	+	441	0
YCL074W	III	2824	3750	+	927	2
YCL073C	III	6479	8326	-	1848	6
YCL069W	III	9706	11082	+	1377	0
YCL068C	III	11503	12285	-	783	0
YCL067C	III	12386	13018	-	633	0
YCL066W	III	13282	13809	+	528	0
YCL065W	III	13751	14119	+	369	1
YCL064C	III	15798	16880	-	1083	79
YCL063W	III	17290	18561	+	1272	743
YCL061C	III	18816	22106	-	3291	645
YCL059C	III	22429	23379	-	951	1156
YCL058C	III	23523	23981	-	459	2
YCL058W-A	III	23584	23925	+	342	0
YCL057C-A	III	24032	24325	-	294	798
YCL057W	III	24768	26906	+	2139	2466
YCL056C	III	26925	27359	-	435	299
YCL055W	III	27929	28936	+	1008	536
YCL054W	III	31449	33974	+	2526	2242
YCL052C	III	34143	35393	-	1251	686
YCL051W	III	35865	37616	+	1752	344
YCL050C	III	37836	38801	-	966	2106
YCL049C	III	39786	40724	-	939	512
YCL048W-A	III	41488	41727	+	240	14
YCL048W	III	42165	43556	+	1392	21
YCL047C	III	43661	44437	-	777	395
YCL045C	III	44623	46905	-	2283	2003
YCL046W	III	46640	46963	+	324	0
YCL044C	III	47111	48364	-	1254	568
YCL043C	III	48653	50221	-	1569	8025
YCL041C	III	50133	50627	-	495	9
YCL042W	III	50584	50943	+	360	3
YCL040W	III	50838	52340	+	1503	1260
YCL039W	III	52645	54882	+	2238	467
YCL038C	III	54941	56527	-	1587	327
YCL037C	III	57374	58678	-	1305	182
YCL036W	III	59026	60726	+	1701	610
YCL035C	III	60841	61173	-	333	1077
YCL034W	III	61658	62722	+	1065	930
YCL033C	III	62776	63282	-	507	288
YCL032W	III	63441	64481	+	1041	342
YCL031C	III	64675	65568	-	894	1227
YCL030C	III	65934	68333	-	2400	12436
YCL029C	III	68599	69921	-	1323	521
YCL028W	III	70150	71367	+	1218	926
YCL027W	III	71803	73341	+	1539	173
YCL026C-B	III	73405	73986	-	582	153
YCL026C-A	III	74704	75285	-	582	35
YCL025C	III	76018	77919	-	1902	1547
YCL023C	III	78949	79296	-	348	0
YCL024W	III	79162	82275	+	3114	412
YCL022C	III	81570	82085	-	516	0
tE(UUC)C	III	82462	82533	-	72	1
YCL021W-A	III	83620	83997	+	378	87
YCL019W	III;III	85102;86393	86391;90415	+;+	5313	422
YCL020W	III	85102	86418	+	1317	0
tL(CAA)C	III;III	90859;90929	90896;90972	+;+	82	8
YCL018W	III	91324	92418	+	1095	7822
YCL017C	III	92777	94270	-	1494	1266
YCL016C	III	94621	95763	-	1143	288
YCL014W	III	96281	101191	+	4911	1010
YCL012C	III;III	101317;101701	101633;101788	-;-	405	176
YCL011C	III	102075	103358	-	1284	2361
YCL010C	III	103571	104350	-	780	659
YCL009C	III	104619	105548	-	930	3692
YCL008C	III	105696	106853	-	1158	366
YCL007C	III	106974	107366	-	393	0
YCL005W-A	III;III;III	107023;107111;107288	107033;107191;107417	+;+;+	222	41
snR43	III	107504	107712	-	209	58
YCL005W	III	108021	108791	+	771	399
YCL004W	III	109105	110670	+	1566	262
YCL002C	III;III	110808;111634	111557;111675	-;-	792	558
YCL001W	III	111916	112482	+	567	997
YCL001W-A	III	113080	113541	+	462	18
YCL001W-B	III	113770	114024	+	255	16
YCR001W	III	115685	115999	+	315	27
YCR002C	III	117380	118348	-	969	1082
YCR003W	III	118620	119171	+	552	860
YCR004C	III	119575	120318	-	744	1653
YCR005C	III	120946	122328	-	1383	8213
YCR006C	III	122530	123003	-	474	39
tP(AGG)C	III	123577	123648	-	72	7
YCR007C	III	126011	126730	-	720	112
tN(GUU)C	III	127716	127789	+	74	3
YCR008W	III	128470	130281	+	1812	1051
YCR009C	III	130745	131542	-	798	1389
YCR010C	III	132273	133124	-	852	48
YCR011C	III	133724	136873	-	3150	2115
YCR012W	III	137746	138996	+	1251	33292
YCR013C	III	138402	139049	-	648	56
YCR014C	III	139185	140933	-	1749	376
YCR015C	III	141217	142170	-	954	235
snR33	III	142364	142546	-	183	145
tG(GCC)C	III	142701	142771	-	71	0
YCR016W	III	143634	144506	+	873	539
YCR017C	III	144773	147634	-	2862	2347
YCR018C	III	148238	148903	-	666	219
tM(CAU)C	III	149920	149991	+	72	0
tK(CUU)C	III	151284	151356	-	73	0
YCR018C-A	III	151608	151862	-	255	19
YCR019W	III	152837	153928	+	1092	289
YCR020C	III	154012	154659	-	648	101
YCR020C-A	III	154830	155096	-	267	376
YCR020W-B	III	155320	155556	+	237	381
YCR021C	III	156109	157107	-	999	160
YCR022C	III	157421	157765	-	345	3
YCR023C	III	158538	160373	-	1836	912
YCR024C	III	160744	162222	-	1479	483
YCR024C-B	III	162599	162865	-	267	4820
YCR024C-A	III	162945	163067	-	123	4323
YCR025C	III	163446	163856	-	411	43
YCR026C	III	164111	166339	-	2229	810
YCR027C	III	167370	167999	-	630	279
tQ(UUG)C	III	168301	168372	-	72	0
YCR028C	III	170886	172424	-	1539	701
YCR028C-A	III;III	172950;173199	173115;173440	-;-	408	1308
YCR030C	III	173826	176438	-	2613	1151
snR65	III	177183	177282	+	100	4
YCR031C	III;III	177500;178214	177906;178220	-;-	414	11742
snR189	III	178610	178798	-	189	6
YCR032W	III	179520	186023	+	6504	792
YCR033W	III	186489	190169	+	3681	1170
YCR034W	III	190592	191635	+	1044	2831
YCR035C	III	191834	193018	-	1185	864
YCR036W	III	193297	194298	+	1002	815
YCR037C	III	194414	197185	-	2772	1156
YCR038C	III	197621	199549	-	1929	117
YCR038W-A	III	199293	199418	+	126	0
YCR039C	III	199546	200178	-	633	0
YCR040W	III	200442	200969	+	528	0
YCR041W	III	200911	201243	+	333	0
YCR042C	III	201174	205397	-	4224	1211
YCR043C	III	206261	206644	-	384	696
YCR044C	III	206877	207950	-	1074	919
YCR045C	III	208135	209610	-	1476	270
YCR045W-A	III	208751	209101	+	351	0
YCR046C	III	209914	210423	-	510	817
YCR047C	III	210718	211545	-	828	562
YCR047W-A	III	211301	211507	+	207	0
YCR049C	III	211871	212317	-	447	6
YCR048W	III	211929	213761	+	1833	524
YCR050C	III	213464	213772	-	309	5
YCR051W	III	214071	214739	+	669	643
YCR052W	III	214994	216445	+	1452	660
YCR053W	III	216697	218241	+	1545	3208
YCR054C	III	218376	220067	-	1692	318
YCR057C	III	220457	223228	-	2772	1361
YCR059C	III	223454	224230	-	777	584
YCR060W	III	224399	224734	+	336	220
YCR061W	III	225563	227458	+	1896	339
tS(CGA)C	III;III	227942;227998	227978;228042	+;+	82	5
YCR064C	III	228095	228505	-	411	1
YCR063W	III	228318	228791	+	474	55
YCR065W	III	229310	231004	+	1695	728
YCR066W	III	231500	232963	+	1464	215
YCR067C	III	233125	236322	-	3198	1402
YCR068W	III	237214	238776	+	1563	396
YCR069W	III	239055	240011	+	957	981
YCR071C	III	240103	240543	-	441	561
YCR072C	III	240805	242352	-	1548	625
YCR073C	III	242588	246583	-	3996	436
YCR073W-A	III	246963	247910	+	948	494
YCR075C	III	248033	248815	-	783	197
YCR075W-A	III	248975	249202	+	228	134
YCR076C	III	249293	250045	-	753	303
YCR077C	III	250238	252628	-	2391	1518
YCR079W	III	252845	254173	+	1329	342
YCR081W	III	254371	258654	+	4284	309
YCR081C-A	III	258415	258651	-	237	0
YCR082W	III	258883	259269	+	387	824
YCR083W	III	259578	259961	+	384	245
YCR084C	III	260311	262452	-	2142	2978
YCR085W	III	262916	263269	+	354	18
YCR086W	III	263392	263964	+	573	223
YCR087W	III	263976	264491	+	516	3
YCR087C-A	III	264006	264467	-	462	0
YCR088W	III	265068	266846	+	1779	1234
YCR089W	III	267434	272263	+	4830	442
YCR090C	III	272315	272863	-	549	632
YCR091W	III	274404	276566	+	2163	140
YCR092C	III	276764	279820	-	3057	522
YCR093W	III	280117	286443	+	6327	2460
YCR094W	III	286762	287937	+	1176	593
YCR095C	III	288170	289258	-	1089	310
YCR095W-A	III	289639	289797	+	159	32
YCR096C	III	293179	293538	-	360	7
YCR097W	III;III;III	293835;293994;294292	293939;294239;294321	+;+;+	381	315
YCR097W-A	III	294439	294705	+	267	2
tT(AGU)C	III	295484	295556	+	73	1
YCR098C	III	297049	298605	-	1557	95
YCR099C	III	300832	301299	-	468	105
YCR100C	III	301271	302221	-	951	130
YCR101C	III	302482	303030	-	549	114
YCR102C	III	304361	305467	-	1107	166
YCR102W-A	III	306735	306932	+	198	12
YCR104W	III	307801	308175	+	375	0
YCR105W	III	309070	310155	+	1086	0
YCR106W	III	310958	313456	+	2499	0
YCR107W	III	313890	314981	+	1092	1
YCR108C	III	315997	316188	-	192	0
YFL068W	VI	53	535	+	483	5
YFL067W	VI	836	1363	+	528	187
YFL066C	VI	1437	2615	-	1179	189
YFL065C	VI	3030	3338	-	309	17
YFL064C	VI	3322	3846	-	525	23
YFL063W	VI	5066	5521	+	456	0
YFL062W	VI	6426	7565	+	1140	73
YFL061W	VI	9545	10222	+	678	20
YFL060C	VI	10301	10969	-	669	48
YFL059W	VI	11363	12259	+	897	60
YFL058W	VI	12929	13951	+	1023	11
YFL057C	VI	14305	14763	-	459	145
YFL056C	VI	14793	15431	-	639	178
YFL055W	VI	17004	18680	+	1677	123
YFL054C	VI	20847	22787	-	1941	234
YFL053W	VI	23423	25198	+	1776	86
YFL052W	VI	28232	29629	+	1398	34
YFL051C	VI	30058	30540	-	483	13
YFL050C	VI	33272	35848	-	2577	335
YFL049W	VI	36803	38674	+	1872	585
YFL048C	VI	38843	40180	-	1338	1340
YFL047W	VI	40421	42565	+	2145	1000
YFL046W	VI	42815	43438	+	624	554
YFL045C	VI	43628	44392	-	765	5241
YFL044C	VI	44655	45560	-	906	668
YFL042C	VI	45720	47744	-	2025	435
YFL041W-A	VI	48734	48925	+	192	28
YFL041W	VI	49139	51007	+	1869	1177
YFL040W	VI	51350	52972	+	1623	65
YFL039C	VI;VI	53260;54687	54377;54696	-;-	1128	14141
YFL038C	VI	55366	55986	-	621	3006
YFL037W	VI	56336	57709	+	1374	4672
RUF21	VI	57815	58521	-	707	111
YFL036W	VI	58782	62837	+	4056	1540
YFL034C-B	VI;VI	63016;63974	63859;63993	-;-	864	487
YFL034C-A	VI;VI	64243;64921	64599;64932	-;-	369	1639
YFL034W	VI	65477	68698	+	3222	756
YFL033C	VI	69115	74427	-	5313	964
YFL032W	VI	74872	75192	+	321	0
YFL031W	VI;VI	75179;76092	75839;76147	+;+	717	4106
YFL031C-A	VI	76014	76115	-	102	384
YFL030W	VI	76831	77988	+	1158	219
YFL029C	VI	78055	79161	-	1107	355
YFL028C	VI	79344	80213	-	870	700
YFL027C	VI	80419	81912	-	1494	443
YFL026W	VI	82580	83875	+	1296	6483
YFL025C	VI	84145	87234	-	3090	769
YFL024C	VI	87847	90345	-	2499	695
YFL023W	VI	90986	93376	+	2391	545
YFL022C	VI	93499	95010	-	1512	3018
YFL021C-A	VI	95761	96615	-	855	5
YFL021W	VI	95966	97498	+	1533	578
YFL020C	VI	99231	99599	-	369	7
YFL019C	VI	100252	100605	-	354	13
tP(UGG)F	VI;VI	101376;101443	101411;101478	+;+	72	0
YFL018C	VI	101628	103127	-	1500	2789
YFL017W-A	VI	103699	103932	+	234	105
YFL017C	VI	103983	104462	-	480	377
YFL016C	VI	104701	106236	-	1536	2197
YFL015W-A	VI	106415	106732	+	318	0
YFL015C	VI	106469	106963	-	495	14
YFL014W	VI	107256	107585	+	330	865
YFL013W-A	VI	107799	108602	+	804	0
YFL013C	VI	107852	109930	-	2079	386
YFL012W-A	VI	109810	110184	+	375	0
YFL012W	VI	110647	111093	+	447	6
YFL011W	VI	112345	113985	+	1641	8
YFL010W-A	VI	114990	115274	+	285	46
YFL010C	VI	115108	115743	-	636	597
YFL009W	VI	116145	118484	+	2340	716
YFL008W	VI	119429	123106	+	3678	1083
YFL007W	VI	123479	129910	+	6432	2434
YFL005W	VI	130334	130981	+	648	1668
RUF20	VI	131061	131503	-	443	151
YFL004W	VI	131810	134296	+	2487	2099
YFL003C	VI	134521	137157	-	2637	57
tN(GUU)F	VI	137486	137559	-	74	0
YFL002W-A	VI;VI	138204;139498	139496;143517	+;+	5313	36
YFL002W-B	VI	138204	139520	+	1317	0
YFL002C	VI	145114	146934	-	1821	834
YFL001W	VI	147131	148459	+	1329	511
YFR001W	VI	149110	149724	+	615	1088
YFR002W	VI	150016	152535	+	2520	1603
YFR003C	VI	152657	153124	-	468	550
YFR004W	VI	153393	154313	+	921	2563
YFR005C	VI	154527	155873	-	1347	460
YFR006W	VI	156145	157752	+	1608	1516
tF(GAA)F	VI;VI	157916;157971	157951;158007	-;-	73	0
YFR007W	VI	159299	160360	+	1062	242
YFR008W	VI	160535	161200	+	666	153
tG(GCC)F1	VI	162228	162298	+	71	0
YFR009W	VI	162488	164746	+	2259	1838
YFR009W-A	VI	163875	164132	+	258	0
YFR010W	VI	165067	166566	+	1500	1575
YFR010W-A	VI	166728	166916	+	189	2
YFR011C	VI	166746	167258	-	513	451
tY(GUA)F1	VI;VI	167437;167490	167475;167525	+;+	75	0
YFR012W	VI	167888	168496	+	609	26
YFR012W-A	VI	169224	169310	+	87	10
YFR013W	VI	169922	172285	+	2364	760
YFR014C	VI	172537	173877	-	1341	889
YFR015C	VI	174265	176391	-	2127	192
YFR016C	VI	177042	180743	-	3702	1256
tG(GCC)F2	VI	180974	181044	-	71	0
YFR017C	VI	182274	182861	-	588	57
YFR018C	VI	183131	184222	-	1092	675
YFR019W	VI	184502	191338	+	6837	888
tS(GCU)F	VI;VI	191513;191577	191557;191613	-;-	82	4
YFR020W	VI	192737	193435	+	699	1571
YFR021W	VI	194812	196314	+	1503	293
YFR022W	VI	196833	199034	+	2202	203
RUF22	VI	199299	199813	-	515	0
YFR023W	VI	199874	201709	+	1836	40
YFR024C-A	VI;VI	201960;203387	203292;203433	-;-	1380	1737
YFR025C	VI	203743	204750	-	1008	758
tA(AGC)F	VI	204924	204996	-	73	0
YFR026C	VI	205748	206257	-	510	53
YFR027W	VI	207452	208297	+	846	190
YFR028C	VI	208413	210068	-	1656	956
tY(GUA)F2	VI;VI	210619;210669	210654;210707	-;-	75	0
YFR029W	VI	210937	212973	+	2037	371
YFR030W	VI	213312	216419	+	3108	12217
YFR031C	VI	216594	220106	-	3513	1079
YFR031C-A	VI;VI	220507;221415	221267;221418	-;-	765	11575
RUF23	VI	221714	221967	+	254	2
YFR032C	VI	222090	222959	-	870	10
YFR032C-A	VI	223258	223437	-	180	8070
YFR032C-B	VI	223710	223973	-	264	109
YFR033C	VI	224326	224769	-	444	5073
YFR034C	VI	225020	225958	-	939	742
YFR034W-A	VI	226022	226309	+	288	7
YFR035C	VI	226121	226465	-	345	132
tK(CUU)F	VI	226688	226760	-	73	0
YFR036W	VI	226963	227337	+	375	147
YFR036W-A	VI	227451	228101	+	651	3
YFR037C	VI	227513	229186	-	1674	1231
YFR038W	VI	229380	231941	+	2562	737
YFR039C	VI	232012	233544	-	1533	749
YFR040W	VI	234242	237250	+	3009	1253
YFR041C	VI	237368	238255	-	888	546
YFR042W	VI	238458	239060	+	603	370
YFR043C	VI	239114	239827	-	714	217
YFR044C	VI	239992	241437	-	1446	1833
YFR045W	VI;VI	241998;242082	242009;242999	+;+	930	261
YFR046C	VI	243074	244159	-	1086	241
YFR047C	VI	244279	245166	-	888	1479
YFR048W	VI	246146	248134	+	1989	484
YFR049W	VI	248523	248894	+	372	374
YFR050C	VI	249066	249866	-	801	2595
YFR051C	VI	250163	251803	-	1641	1739
YFR052W	VI	252505	253329	+	825	1394
YFR052C-A	VI	253429	253734	-	306	17
YFR053C	VI	253592	255049	-	1458	499
YFR054C	VI	258855	259433	-	579	18
YFR056C	VI	263957	264325	-	369	31
YFR055W	VI	264204	265226	+	1023	298
YFR057W	VI	269061	269516	+	456	8
YAL069W	I	335	649	+	315	1
YAL068W-A	I	538	792	+	255	0
YAL068C	I	1807	2169	-	363	3
YAL067W-A	I	2480	2707	+	228	0
YAL067C	I	7235	9016	-	1782	0
YAL066W	I	10091	10399	+	309	0
YAL065C	I	11565	11951	-	387	0
YAL064W-B	I	12046	12426	+	381	6
YAL064C-A	I	13363	13743	-	381	0
YAL064W	I	21566	21850	+	285	0
YAL063C-A	I	22395	22685	-	291	0
YAL063C	I	24000	27968	-	3969	38
YAL062W	I	31567	32940	+	1374	123
YAL061W	I	33448	34701	+	1254	227
YAL060W	I	35155	36303	+	1149	2272
YAL059C-A	I	36496	36918	-	423	0
YAL059W	I	36509	37147	+	639	223
YAL058W	I	37464	38972	+	1509	433
YAL056C-A	I	38696	39046	-	351	6
YAL056W	I	39259	41901	+	2643	588
YAL055W	I	42177	42719	+	543	75
YAL054C	I	42881	45022	-	2142	236
YAL053W	I	45899	48250	+	2352	1989
YAL051W	I	48564	51707	+	3144	606
YAL049C	I	51855	52595	-	741	774
YAL048C	I	52801	54789	-	1989	325
YAL047W-A	I	54584	54913	+	330	0
YAL047C	I	54989	56857	-	1869	268
YAL046C	I	57029	57385	-	357	301
YAL045C	I	57488	57796	-	309	2
YAL044W-A	I	57518	57850	+	333	4
YAL044C	I	57950	58462	-	513	2885
YAL043C	I	58695	61052	-	2358	797
YAL042C-A	I	61231	61608	-	378	0
YAL042W	I	61316	62563	+	1248	2129
YAL041W	I	62840	65404	+	2565	814
YAL040C	I	65778	67520	-	1743	852
YAL039C	I	68716	69525	-	810	744
YAL038W	I	71786	73288	+	1503	18976
YAL037C-B	I	72326	73300	-	975	74
YAL037C-A	I	73426	73518	-	93	27
YAL037W	I	74020	74823	+	804	138
YAL036C	I	75043	76152	-	1110	1210
YAL035W	I	76427	79435	+	3009	5374
YAL034C-B	I	79489	79842	-	354	4
YAL034W-A	I	79718	80587	+	870	147
YAL034C	I	80710	81951	-	1242	261
YAL033W	I	82706	83227	+	522	346
YAL032C	I	83335	84474	-	1140	232
YAL031W-A	I	84669	84977	+	309	11
YAL031C	I	84749	87031	-	2283	462
YAL030W	I;I	87286;87501	87387;87752	+;+	354	320
YAL029C	I	87855	92270	-	4416	1835
YAL028W	I	92900	94486	+	1587	104
YAL027W	I	94687	95472	+	786	215
YAL026C-A	I	95386	95823	-	438	20
YAL026C	I	95630	99697	-	4068	1065
HRA1	I	99305	99868	+	564	0
YAL025C	I	100225	101145	-	921	1617
YAL024C	I	101565	105872	-	4308	487
YAL023C	I	106272	108551	-	2280	5078
YAL022C	I	108877	110430	-	1554	652
YAL021C	I	110846	113359	-	2514	1066
YAL020C	I	113614	114615	-	1002	157
YAL019W-A	I	114250	114819	+	570	2
YAL019W	I	114919	118314	+	3396	1215
YAL018C	I	118564	119541	-	978	13
YAL017W	I	120225	124295	+	4071	867
YAL016C-B	I	124307	124492	-	186	9
YAL016C-A	I	124755	125069	-	315	1
YAL016W	I	124879	126786	+	1908	1403
YAL015C	I	126903	128102	-	1200	457
YAL014C	I	128252	129019	-	768	492
YAL013W	I	129270	130487	+	1218	686
YAL012W	I	130799	131983	+	1185	5174
YAL011W	I	132199	134076	+	1878	419
YAL010C	I	134184	135665	-	1482	274
YAL009W	I	135854	136633	+	780	424
YAL008W	I	136914	137510	+	597	311
YAL007C	I	137698	138345	-	648	1508
tP(UGG)A	I;I	139152;139219	139187;139254	+;+	72	0
YAL005C	I	139503	141431	-	1929	4220
YAL004W	I	140760	141407	+	648	0
YAL003W	I;I	142174;142620	142253;143160	+;+	621	11842
snR18	I	142367	142468	+	102	161
YAL002W	I	143707	147531	+	3825	624
YAL001C	I;I	147594;151097	151006;151166	-;-	3483	1066
YAR002W	I	152257	153876	+	1620	1075
YAR002C-A	I	154065	154724	-	660	2181
YAR003W	I	155005	156285	+	1281	654
YAR007C	I	156754	158619	-	1866	1248
YAR008W	I	158966	159793	+	828	419
YAR009C	I	160597	164187	-	3591	86
YAR010C	I	164544	165866	-	1323	2
tA(UGC)A	I	166267	166339	+	73	0
YAR014C	I	166742	168871	-	2130	1485
YAR015W	I	169375	170295	+	921	4906
YAR018C	I	170396	171703	-	1308	345
YAR019C	I	172211	175135	-	2925	260
YAR019W-A	I	174998	175330	+	333	4
YAR020C	I	176856	177023	-	168	28
YAR023C	I	179281	179820	-	540	76
tL(CAA)A	I;I	181141;181211	181178;181254	+;+	82	2
tS(AGA)A	I	182522	182603	-	82	0
YAR027W	I	183770	184477	+	708	562
YAR028W	I	184892	185596	+	705	212
YAR029W	I	186321	186545	+	225	20
YAR030C	I	186512	186853	-	342	5
YAR031W	I	186836	187732	+	897	53
YAR033W	I	188107	188811	+	705	104
YAR035W	I	190193	192256	+	2064	280
YAR035C-A	I	192337	192417	-	81	0
YAR042W	I	192619	196185	+	3567	955
YAR047C	I	201467	201787	-	321	0
YAR050W	I	203403	208016	+	4614	40
YAR053W	I	208367	208663	+	297	0
YAR060C	I	217157	217492	-	336	0
YAR061W	I	218140	218343	+	204	0
YAR062W	I	218549	219145	+	597	0
YAR064W	I	220198	220497	+	300	3
YAR066W	I	221049	221660	+	612	11
YAR068W	I	222406	222891	+	486	12
YAR069C	I	224011	224304	-	294	0
YAR070C	I	224563	224862	-	300	1
YAR071W	I	225460	226863	+	1404	91
YAR073W	I	227742	228953	+	1212	53
YAR075W	I	228844	229317	+	474	2
tP(UGG)Q	Mito	731	802	+	72	0
Q0010	Mito	3952	4338	+	387	0
Q0017	Mito	4254	4415	+	162	0
15S_rRNA	Mito	6546	8194	+	1649	20
tW(UCA)Q	Mito	9374	9447	+	74	0
Q0032	Mito	11667	11957	+	291	0
Q0055	Mito;Mito	13818;16435	13986;18830	+;+	2565	11
Q0065	Mito;Mito;Mito;Mito	13818;16435;18954;20508	13986;16470;18991;21935	+;+;+;+	1671	0
Q0045	Mito;Mito;Mito;Mito;Mito;Mito;Mito;Mito	13818;16435;18954;20508;21995;23612;25318;26229	13986;16470;18991;20984;22246;23746;25342;26701	+;+;+;+;+;+;+;+	1605	2
Q0070	Mito;Mito;Mito;Mito;Mito	13818;16435;18954;20508;21995	13986;16470;18991;20984;23167	+;+;+;+;+	1893	2
Q0050	Mito	13818	16322	+	2505	8
Q0060	Mito;Mito;Mito	13818;16435;18954	13986;16470;19996	+;+;+	1248	0
Q0075	Mito;Mito	24156;24906	24870;25255	+;+	1065	0
Q0080	Mito	27666	27812	+	147	0
Q0085	Mito	28487	29266	+	780	2
Q0092	Mito	30874	31014	+	141	0
tE(UUC)Q	Mito	35373	35444	+	72	0
Q0110	Mito;Mito	36540;37723	36954;38579	+;+	1272	0
Q0105	Mito;Mito;Mito;Mito;Mito;Mito	36540;37723;39141;40841;42508;43297	36954;37736;39217;41090;42558;43647	+;+;+;+;+;+	1158	3
Q0120	Mito;Mito;Mito;Mito	36540;37723;39141;40841	36954;37736;39217;42251	+;+;+;+	1917	0
